Key,Source,File,Field,ScreenName,ScreenWidth,ScreenHeight,OldTextureResolution,NewTextureResolution
Cockpit/SB_3x3_rover,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_03,"5","3",512,854
Cockpit/SB_3x3_rover,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_05,"5","3",512,854
Cockpit/SB_heavy_inlinecockpit,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_01,"5","3",512,854
Cockpit/SB_heavy_inlinecockpit,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_02,"5","3",512,854
Cockpit/SB_heavy_inlinecockpit,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_03,"5","3",512,854
Cockpit/SB_heavy_inlinecockpit,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_04,"5","3",512,854
Cockpit/SB_heavy_inlinecockpit,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_05,"5","3",512,854
Cockpit/SB_heavy_inlinecockpit,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_06,"5","3",512,854
Cockpit/SB_heavy_inlinecockpit,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_07,"5","3",512,854
Cockpit/SB_heavy_inlinecockpit,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_08,"5","3",512,854
Cockpit/SB_heavy_inlinecockpit,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_09,"5","3",512,854
Cockpit/SB_heavy_inlinecockpit,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_10,"5","3",512,854
Cockpit/SB_operator_enclosed_COCK,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_01,"5","3",512,854
Cockpit/SB_operator_enclosed_COCK,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_02,"5","3",512,854
Cockpit/SB_operator_enclosed_COCK,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_04,"5","3",512,854
Cockpit/SB_operator_enclosed_COCK,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_06,"5","3",512,854
Cockpit/SB_operator_enclosed_COCK,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_03,"5","3",512,854
Cockpit/SB_operator_enclosed_COCK,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_05,"5","3",512,854
Cockpit/SB_operator_open_COCK,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_01,"5","3",256,854
Cockpit/SB_operator_open_COCK,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_02,"5","3",256,854
Cockpit/SB_operator_open_COCK,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_04,"5","3",256,854
Cockpit/SB_operator_open_COCK,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_06,"5","3",256,854
Cockpit/SB_operator_open_COCK,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_03,"5","3",256,854
Cockpit/SB_operator_open_COCK,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks.sbc,ScreenArea,CockpitScreen_05,"5","3",256,854
Cockpit/sb_steamed_balls,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_balls.sbc,ScreenArea,CockpitScreen_01,"5","3",512,854
Cockpit/sb_steamed_balls,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_balls.sbc,ScreenArea,CockpitScreen_02,"5","3",512,854
Cockpit/sb_steamed_balls,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_balls.sbc,ScreenArea,CockpitScreen_03,"5","3",512,854
Cockpit/sb_steamed_balls,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_balls.sbc,ScreenArea,CockpitScreen_04,"5","3",512,854
Cockpit/sb_steamed_balls,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_balls.sbc,ScreenArea,CockpitScreen_05,"5","3",512,854
Cockpit/sb_steamed_balls,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_balls.sbc,ScreenArea,CockpitScreen_06,"5","3",512,854
Cockpit/sb_steamed_balls,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_balls.sbc,ScreenArea,CockpitScreen_07,"5","3",512,854
Cockpit/sb_steamed_balls,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_balls.sbc,ScreenArea,CockpitScreen_08,"5","3",512,854
Cockpit/sb_SB79,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_balls.sbc,ScreenArea,CockpitScreen_01,"5","3",512,854
Cockpit/sb_SB79,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_balls.sbc,ScreenArea,CockpitScreen_02,"5","3",512,854
Cockpit/sb_SB79,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_balls.sbc,ScreenArea,CockpitScreen_03,"5","3",512,854
Cockpit/sb_SB79,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_balls.sbc,ScreenArea,CockpitScreen_04,"5","3",512,854
Cockpit/sb_SB79,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_balls.sbc,ScreenArea,CockpitScreen_05,"5","3",512,854
Cockpit/sb_SB79,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_balls.sbc,ScreenArea,CockpitScreen_06,"5","3",512,854
Cockpit/sb_SB79,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_balls.sbc,ScreenArea,CockpitScreen_07,"5","3",512,854
Cockpit/sb_SB79,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_balls.sbc,ScreenArea,CockpitScreen_08,"5","3",512,854
Cockpit/sb_redballs,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_balls.sbc,ScreenArea,CockpitScreen_05,"5","3",512,854
Cockpit/sb_eggg_cockpit,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_balls.sbc,ScreenArea,CockpitScreen_01,"5","3",512,854
Cockpit/sb_eggg_cockpit,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_balls.sbc,ScreenArea,CockpitScreen_02,"5","3",512,854
Cockpit/sb_eggg_cockpit,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_balls.sbc,ScreenArea,CockpitScreen_03,"5","3",512,854
Cockpit/sb_eggg_cockpit,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_balls.sbc,ScreenArea,CockpitScreen_04,"5","3",512,854
Cockpit/suc_cockpit_Small,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_succ.sbc,ScreenArea,CockpitScreen_01,"5","3",512,854
Cockpit/suc_cockpit_Small,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_succ.sbc,ScreenArea,CockpitScreen_02,"3","2",512,768
Cockpit/suc_cockpit_Small,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_succ.sbc,ScreenArea,CockpitScreen_03,"3","2",512,768
Cockpit/suc_cockpit_Small,Spacebar Cockpit Emporium [2394666287],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2394666287\Data\CubeBlocks_succ.sbc,ScreenArea,CockpitScreen_04,"3","4",512,683
ButtonPanel/KOLT_console_main,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"2","1",512,1024
ButtonPanel/KOLT_console_main,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
ButtonPanel/KOLT_console_main,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
ButtonPanel/KOLT_console_main,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"2","1",256,1024
ButtonPanel/KOLT_console_main,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen4,"2","1",256,1024
Cockpit/KOLT_console_main_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"2","1",512,1024
Cockpit/KOLT_console_main_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
Cockpit/KOLT_console_main_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
Cockpit/KOLT_console_main_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"2","1",256,1024
Cockpit/KOLT_console_main_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen4,"2","1",256,1024
Cockpit/KOLT_console_main_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"2","1",512,1024
Cockpit/KOLT_console_main_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
Cockpit/KOLT_console_main_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
Cockpit/KOLT_console_main_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"2","1",256,1024
Cockpit/KOLT_console_main_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen4,"2","1",256,1024
ButtonPanel/KOLT_console_straight,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"5","2",512,1280
ButtonPanel/KOLT_console_straight,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
ButtonPanel/KOLT_console_straight,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
ButtonPanel/KOLT_console_straight,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"2","1",256,1024
ButtonPanel/KOLT_console_straight,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen4,"2","1",256,1024
Cockpit/KOLT_console_straight_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"5","2",512,1280
Cockpit/KOLT_console_straight_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
Cockpit/KOLT_console_straight_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
Cockpit/KOLT_console_straight_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"2","1",256,1024
Cockpit/KOLT_console_straight_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen4,"2","1",256,1024
Cockpit/KOLT_console_straight_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"5","2",512,1280
Cockpit/KOLT_console_straight_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
Cockpit/KOLT_console_straight_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
Cockpit/KOLT_console_straight_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"2","1",256,1024
Cockpit/KOLT_console_straight_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen4,"2","1",256,1024
ButtonPanel/KOLT_console_booth,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"4","1",256,2048
ButtonPanel/KOLT_console_booth,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
ButtonPanel/KOLT_console_booth,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
ButtonPanel/KOLT_console_booth,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"2","1",256,1024
ButtonPanel/KOLT_console_booth,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen4,"2","1",256,1024
ButtonPanel/KOLT_console_booth,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen1,"3","2",512,768
ButtonPanel/KOLT_console_booth,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen2,"1","2",256,1024
ButtonPanel/KOLT_console_booth,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen3,"1","2",256,1024
ButtonPanel/KOLT_console_booth,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen4,"10","1",128,5120
ButtonPanel/KOLT_console_booth,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen5,"2","3",256,768
ButtonPanel/KOLT_console_booth,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen6,"2","3",256,768
Cockpit/KOLT_console_booth_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"4","1",256,2048
Cockpit/KOLT_console_booth_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
Cockpit/KOLT_console_booth_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
Cockpit/KOLT_console_booth_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"2","1",256,1024
